,Field,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
454,ag,147,"R Yang, DJ Jarvis, H Chen, M Beilstein, ...",The reference genome of the halophytic plant Eutrema salsugineum,2013,Frontiers in Plant …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpls.2013.00046,"https://scholar.google.com/scholar?cites=378543709828263978&as_sdt=2005&sciodt=0,5&hl=en",140,2019-09-07 23:36:05,HTML,,,,,,,,147,24.5,29,5,6
779,rest,0,"H Tomlinson, A Klaustermeier, R Limb, A Daigh…",Impacts of Brine on Soil and Vegetation in the Bakken Region of Western North Dakota,,saltedlands.org,,http://www.saltedlands.org/documents/research/HannahTomlinson_SRMPoster.pdf,,140,2019-09-07 23:54:23,PDF,,,,,,,,0,0,0,5,
130,ag,9,"JB Xi, FS Zhang, DR Mao, P Yan",The utilization of halophytes for traditional medicine in Xin jiang,2003,Rev China Agric Sci Technol,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-NKDB200301015.htm,"https://scholar.google.com/scholar?cites=14293832389599461469&as_sdt=2005&sciodt=0,5&hl=en",141,2019-09-07 23:36:05,,,,,,,,,9,0.56,2,4,16
155,rest,0,TA Aschenbach,A community assembly approach to prairie restoration,2005,,search.proquest.com,http://search.proquest.com/openview/2c02c35479e4c8164e213c6cb21f4849/1?pq-origsite=gscholar&cbl=18750&diss=y,,141,2019-09-07 23:54:23,BOOK,,,,,,,,0,0,0,1,14
363,ag,36,"A Atia, Z Barhoumi, R Mokded, C Abdelly, ...",Environmental eco-physiology and economical potential of the halophyte Crithmum maritimum L.(Apiaceae),2011,Journal of Medicinal …,researchgate.net,https://www.researchgate.net/profile/Mokded_RABHI/publication/233382219_Environmental_eco-physiology_and_economical_potential_of_the_halophyte_Crithmum_maritimum_L_Apiaceae/links/541afc3e0cf203f155ae6ea0/Environmental-eco-physiology-and-economical-potential-of-the-halophyte-Crithmum-maritimum-L-Apiaceae.pdf,"https://scholar.google.com/scholar?cites=10526562405583023177&as_sdt=2005&sciodt=0,5&hl=en",142,2019-09-07 23:36:05,PDF,,,,,,,,36,4.5,7,5,8
699,rest,0,"S Arora, R Mehta",Characteristics of coastal saline soils inhabiting halophytes and salt tolerant plants,2018,,krishi.icar.gov.in,http://krishi.icar.gov.in/jspui/handle/123456789/7165,,142,2019-09-07 23:54:23,,,,,,,,,0,0,0,2,1
187,ag,138,"MA Khan, B Gul",Halophyte seed germination,2006,Ecophysiology of high salinity tolerant plants,Springer,https://link.springer.com/content/pdf/10.1007/1-4020-4018-0_2.pdf,"https://scholar.google.com/scholar?cites=11590954481363533737&as_sdt=2005&sciodt=0,5&hl=en",143,2019-09-07 23:36:05,,,,,,,,,138,10.62,69,2,13
382,rest,11,"OC Langman, JA Hale, CD Cormack, MJ Risk…",Developing multimetric indices for monitoring ecological restoration progress in salt marshes,2012,Marine pollution …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0025326X12000537,"https://scholar.google.com/scholar?cites=11939772948916298071&as_sdt=2005&sciodt=0,5&hl=en",143,2019-09-07 23:54:23,,,,,,,,,11,1.57,2,5,7
78,ag,70,"JJ Brown, EP Glenn","Reuse of highly saline aquaculture effluent to irrigate a potential forage halophyte, Suaeda esteroa",1999,Aquacultural Engineering,Elsevier,https://www.sciencedirect.com/science/article/pii/S0144860999000096,"https://scholar.google.com/scholar?cites=10114083925690682734&as_sdt=2005&sciodt=0,5&hl=en",144,2019-09-07 23:36:05,,,,,,,,,70,3.5,35,2,20
652,rest,21,"N Zabbey, K Sam, AT Onyebuchi","Remediation of contaminated lands in the Niger Delta, Nigeria: Prospects and challenges",2017,Science of the Total Environment,Elsevier,https://www.sciencedirect.com/science/article/pii/S0048969717303169,"https://scholar.google.com/scholar?cites=7041605450961895891&as_sdt=2005&sciodt=0,5&hl=en",144,2019-09-07 23:54:23,,,,,,,,,21,10.5,7,3,2
250,ag,9,W Miao,Research Progress on the Biological Improvement of the Coastal Saline Soil by Halophytes,2008,Journal of Anhui Agricultural Sciences,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-AHNY200807121.htm,"https://scholar.google.com/scholar?cites=613831317626144425&as_sdt=2005&sciodt=0,5&hl=en",145,2019-09-07 23:36:05,,,,,,,,,9,0.82,9,1,11
653,rest,8,"MS Fountoulakis, G Daskalakis, A Papadaki…",Use of halophytes in pilot-scale horizontal flow constructed wetland treating domestic wastewater,2017,… Science and Pollution …,Springer,https://link.springer.com/article/10.1007/s11356-017-9295-8,"https://scholar.google.com/scholar?cites=6037247265786896788&as_sdt=2005&sciodt=0,5&hl=en",145,2019-09-07 23:54:23,,,,,,,,,8,4,2,4,2
228,rest,8,"S Devi, C Rani, KS Datta, SK Bishnoi, SC Mahala…",Phytoremediation of soil salinity using salt hyperaccumulator plants,2008,Indian J Plant …,samviti.com,https://www.samviti.com/img/1341/society/publication/ijpp-13-4-004.pdf,"https://scholar.google.com/scholar?cites=8082799233262712391&as_sdt=2005&sciodt=0,5&hl=en",146,2019-09-07 23:54:23,PDF,,,,,,,,8,0.73,1,6,11
251,ag,21,"X Liu, W Huang, Z Niu, S Mori, ...",Interactive effect of moisture levels and salinity levels of soil on the growth and ion relations of halophyte,2008,Communications in soil …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/00103620701879448,"https://scholar.google.com/scholar?cites=12539725955080030140&as_sdt=2005&sciodt=0,5&hl=en",146,2019-09-07 23:36:05,,,,,,,,,21,1.91,4,5,11
229,rest,10,"MW Depew, PH Tillman",Commercial application of halophytic turfs for golf and landscape developments utilizing hyper-saline irrigation,2008,Ecophysiology of High Salinity Tolerant Plants,Springer,https://link.springer.com/chapter/10.1007/1-4020-4018-0_18,"https://scholar.google.com/scholar?cites=16910807646767103157&as_sdt=2005&sciodt=0,5&hl=en",147,2019-09-07 23:54:23,,,,,,,,,10,0.91,5,2,11
401,ag,22,"MN Grigore, M Villanueva Lozano, ...",Do halophytes really require salts for their growth and development? An experimental approach,2012,Notulae Scientia …,riunet.upv.es,https://riunet.upv.es/handle/10251/78854,"https://scholar.google.com/scholar?cites=10907939224630345685&as_sdt=2005&sciodt=0,5&hl=en",147,2019-09-07 23:36:05,,,,,,,,,22,3.14,7,3,7
564,ag,59,"J Wang, Y Meng, B Li, X Ma, Y Lai, E Si, ...",Physiological and proteomic analyses of salt stress response in the halophyte Halogeton glomeratus,2015,"Plant, cell & …",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/pce.12428,"https://scholar.google.com/scholar?cites=2000186095825634342&as_sdt=2005&sciodt=0,5&hl=en",148,2019-09-07 23:36:05,,,,,,,,,59,14.75,8,7,4
740,rest,0,"A Kumari, S Sheokand, A Kumar, A Mann…",Halophyte Growth and Physiology Under Metal Toxicity,2019,… Utilization of Halophytes,Springer,https://link.springer.com/chapter/10.1007/978-981-13-3762-8_5,,148,2019-09-07 23:54:23,,,,,,,,,0,0,0,5,1
364,ag,37,"K Zhao, J Song, G Feng, M Zhao, J Liu","Species, types, distribution, and economic potential of halophytes in China",2011,Plant and Soil,Springer,https://link.springer.com/article/10.1007/s11104-010-0470-7,"https://scholar.google.com/scholar?cites=7031750343766016651&as_sdt=2005&sciodt=0,5&hl=en",149,2019-09-07 23:36:05,,,,,,,,,37,4.63,7,5,8
654,rest,6,"ES Santos, MM Abreu, S Peres…",Potential of Tamarix africana and other halophyte species for phytostabilisation of contaminated salt marsh soils,2017,Journal of soils and …,Springer,https://link.springer.com/article/10.1007/s11368-015-1333-x,"https://scholar.google.com/scholar?cites=4894568302642509094&as_sdt=2005&sciodt=0,5&hl=en",149,2019-09-07 23:54:23,,,,,,,,,6,3,2,4,2
402,ag,33,"DN Sen, KS Rajpurohit",Contributions to the Ecology of Halophytes,2012,,books.google.com,https://books.google.com/books?hl=en&lr=&id=tXP8CAAAQBAJ&oi=fnd&pg=PR5&dq=halophyte+agriculture&ots=eJmj_P78sC&sig=rlJ-WhN4C84-ApbEFJylLMXADQ4,"https://scholar.google.com/scholar?cites=3422312412566481465&as_sdt=2005&sciodt=0,5&hl=en",150,2019-09-07 23:36:05,BOOK,,,,,,,,33,4.71,17,2,7
592,rest,10,"R Nirola, M Megharaj, S Beecham, R Aryal…","Remediation of metalliferous mines, revegetation challenges and emerging prospects in semi-arid and arid conditions",2016,… Science and Pollution …,Springer,https://link.springer.com/article/10.1007/s11356-016-7372-z,"https://scholar.google.com/scholar?cites=13697457337209245082&as_sdt=2005&sciodt=0,5&hl=en",150,2019-09-07 23:54:23,,,,,,,,,10,3.33,2,5,3
162,ag,71,"P Cai‐Hong, Z Su‐Jun, G Zhi‐Zhong, ...",NaCl treatment markedly enhances H2O2‐scavenging system in leaves of halophyte Suaeda salsa,2005,Physiologia …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1399-3054.2005.00585.x,"https://scholar.google.com/scholar?cites=16923769278663634666&as_sdt=2005&sciodt=0,5&hl=en",151,2019-09-07 23:36:05,,,,,,,,,71,5.07,18,4,14
230,rest,272,"MO Mendez, RM Maier",Phytoremediation of mine tailings in temperate and arid environments,2008,Reviews in Environmental Science and Bio …,Springer,https://link.springer.com/article/10.1007/s11157-007-9125-4,"https://scholar.google.com/scholar?cites=6104858893440442384&as_sdt=2005&sciodt=0,5&hl=en",151,2019-09-07 23:54:23,,,,,,,,,272,24.73,136,2,11
140,rest,175,L Wu,Review of 15 years of research on ecotoxicology and remediation of land contaminated by agricultural drainage sediment rich in selenium,2004,Ecotoxicology and environmental safety,Elsevier,https://www.sciencedirect.com/science/article/pii/S0147651303000642,"https://scholar.google.com/scholar?cites=2345535261234734765&as_sdt=2005&sciodt=0,5&hl=en",152,2019-09-07 23:54:23,,,,,,,,,175,11.67,175,1,15
455,ag,10,"L Wang, ZY Zhao, K Zhang, CY Tian",Reclamation and utilization of saline soils in arid northwestern China: A promising halophyte drip-irrigation system,2013,,ACS Publications,https://pubs.acs.org/doi/full/10.1021/es4017415,"https://scholar.google.com/scholar?cites=6472874383638224307&as_sdt=2005&sciodt=0,5&hl=en",152,2019-09-07 23:36:05,HTML,,,,,,,,10,1.67,3,4,6
290,ag,45,"VH Lokhande, TD Nikam, P Suprasanna","Sesuvium portulacastrum (L.) L. a promising halophyte: cultivation, utilization and distribution in India",2009,Genetic resources and crop …,Springer,https://link.springer.com/article/10.1007/s10722-009-9435-1,"https://scholar.google.com/scholar?cites=8535799710075289136&as_sdt=2005&sciodt=0,5&hl=en",153,2019-09-07 23:36:05,,,,,,,,,45,4.5,15,3,10
700,rest,1,"Q Liu, J Tang, W Wang, Y Zhang, H Yuan…",Transcriptome analysis reveals complex response of the medicinal/ornamental halophyte Iris halophila Pall. to high environmental salinity,2018,… and environmental safety,Elsevier,https://www.sciencedirect.com/science/article/pii/S0147651318308534,"https://scholar.google.com/scholar?cites=9348132382314856811&as_sdt=2005&sciodt=0,5&hl=en",153,2019-09-07 23:54:23,,,,,,,,,1,1,0,6,1
131,ag,9,"XJ LIU, WQ LI, YM YANG, DY DUAN",Studies on the nutrient characteristics of soil and halophyte in coastal saline soil of Hebei Province.[J],2003,… Journal of Eco-Agriculture,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-ZGTN200302023.htm,"https://scholar.google.com/scholar?cites=2962002605873164593&as_sdt=2005&sciodt=0,5&hl=en",154,2019-09-07 23:36:05,,,,,,,,,9,0.56,2,4,16
156,rest,59,"H Kushiev, AD Noble, I Abdullaev…",Remediation of Abandoned Saline Soils Using Glycyrrhiza glabra: A Study from the Hungry Steppes of Central Asia,2005,International Journal of …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/14735903.2005.9684748,"https://scholar.google.com/scholar?cites=12880606274616923318&as_sdt=2005&sciodt=0,5&hl=en",154,2019-09-07 23:54:23,,,,,,,,,59,4.21,15,4,14
521,ag,7,"KB Hamed, C Magné, C Abdelly",From halophyte research to halophytes farming,2014,Sabkha ecosystems,Springer,https://link.springer.com/chapter/10.1007/978-94-007-7411-7_9,"https://scholar.google.com/scholar?cites=12138760669641681041&as_sdt=2005&sciodt=0,5&hl=en",155,2019-09-07 23:36:05,,,,,,,,,7,1.4,2,3,5
655,rest,0,"J RAmASwAmy, K PeRiASAmy",Current world environment,2017,,cwejournal.org,http://www.cwejournal.org/vol12no3/phytoremediation-potential-of-sesuvium-portulacastrum-on-remediating-salt-affected-soil/,,155,2019-09-07 23:54:23,HTML,,,,,,,,0,0,0,2,2
188,ag,44,H Akhani,Biodiversity of halophytic and sabkha ecosystems in Iran,2006,Sabkha ecosystems,Springer,https://link.springer.com/chapter/10.1007/978-1-4020-5072-5_6,"https://scholar.google.com/scholar?cites=10957596253324646224&as_sdt=2005&sciodt=0,5&hl=en",156,2019-09-07 23:36:05,,,,,,,,,44,3.38,44,1,13
544,rest,3,"R Angrish, S Devi",POTENTIAL OF SALT HYPERACCUMULATOR PLANTS IN SALINITY PHYTOREMEDIATION,2015,Physiological Efficiency for Crop Improvement,books.google.com,https://books.google.com/books?hl=en&lr=&id=f-g4DwAAQBAJ&oi=fnd&pg=PA307&dq=halophyte+restoration+remediation&ots=RZmQmr_NAZ&sig=gDbf0hxkmMiBAGOEB9v8VvIA97g,"https://scholar.google.com/scholar?cites=8888306209675178265&as_sdt=2005&sciodt=0,5&hl=en",156,2019-09-07 23:54:23,,,,,,,,,3,0.75,2,2,4
324,ag,31,"MY Ashraf, M Ashraf, K Mahmood, J Akhter, ...",Phytoremediation of saline soils for sustainable agricultural productivity,2010,Plant adaptation and …,Springer,https://link.springer.com/chapter/10.1007/978-90-481-9370-7_15,"https://scholar.google.com/scholar?cites=4867432491305613477&as_sdt=2005&sciodt=0,5&hl=en",157,2019-09-07 23:36:05,,,,,,,,,31,3.44,6,5,9
545,rest,53,"JM Jesus, AS Danko, A Fiúza, MT Borges","Phytoremediation of salt-affected soils: a review of processes, applicability, and the impact of climate change",2015,Environmental Science and …,Springer,https://link.springer.com/article/10.1007/s11356-015-4205-4,"https://scholar.google.com/scholar?cites=7189374257232913125&as_sdt=2005&sciodt=0,5&hl=en",157,2019-09-07 23:54:23,,,,,,,,,53,13.25,13,4,4
189,ag,416,HW Koyro,"Effect of salinity on growth, photosynthesis, water relations and solute composition of the potential cash crop halophyte Plantago coronopus (L.)",2006,Environmental and Experimental Botany,Elsevier,https://www.sciencedirect.com/science/article/pii/S0098847205000237,"https://scholar.google.com/scholar?cites=16737039363181807918&as_sdt=2005&sciodt=0,5&hl=en",158,2019-09-07 23:36:05,,,,,,,,,416,32,416,1,13
741,rest,0,"D BelhadjSghaier, S Pedro, B Duarte…",16 Arsenic Tolerance Mechanisms in Halophytes: the Case of Tamarix gallica,2019,Halophytes and …,books.google.com,https://books.google.com/books?hl=en&lr=&id=eiONDwAAQBAJ&oi=fnd&pg=PA255&dq=halophyte+restoration+remediation&ots=cBxxRcxUMs&sig=f-uaJJxPx_c8xwx2kuTb-GRI3fM,,158,2019-09-07 23:54:23,,,,,,,,,0,0,0,4,1
163,ag,175,"T Ghnaya, I Nouairi, I Slama, D Messedi, ...",Cadmium effects on growth and mineral nutrition of two halophytes: Sesuvium portulacastrum and Mesembryanthemum crystallinum,2005,Journal of Plant …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0176161705000428,"https://scholar.google.com/scholar?cites=14368620363006041309&as_sdt=2005&sciodt=0,5&hl=en",159,2019-09-07 23:36:05,,,,,,,,,175,12.5,35,5,14
495,rest,0,"L Xu, H Li, M Huang, J Pan, J Jiang",Ecological remediation of waste resources by comprehensive afforestation utilization in mudflat ecosystem,2014,Desalination and Water …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/19443994.2013.807056,,159,2019-09-07 23:54:23,,,,,,,,,0,0,0,5,5
33,ag,9,J Douglas,A rich harvest from halophytes,1993,EPRI Journal,go.galegroup.com,https://go.galegroup.com/ps/i.do?id=GALE%7CA14867493&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=03623416&p=AONE&sw=w,"https://scholar.google.com/scholar?cites=6677816411596298832&as_sdt=2005&sciodt=0,5&hl=en",160,2019-09-07 23:36:05,,,,,,,,,9,0.35,9,1,26
742,rest,0,"DB Sghaier, S Pedro, B Duarte…",16 Arsenic Tolerance Mechanisms in Halophytes: the Case of Tamarix gallica,2019,Halophytes and …,researchgate.net,https://www.researchgate.net/profile/Marta_Libik-Konieczny/publication/331117580_ROS_signalling_and_antioxidant_defence_network_in_halophytes/links/5c9c90caa6fdccd4603f4066/ROS-signalling-and-antioxidant-defence-network-in-halophytes.pdf#page=268,,160,2019-09-07 23:54:23,PDF,,,,,,,,0,0,0,4,1
565,ag,21,"J Rozema, D Cornelisse, Y Zhang, H Li, B Bruning, ...",Comparing salt tolerance of beet cultivars and their halophytic ancestor: consequences of domestication and breeding programmes,2015,AoB Plants,academic.oup.com,https://academic.oup.com/aobpla/article-abstract/doi/10.1093/aobpla/plu083/198191,"https://scholar.google.com/scholar?cites=475901416383073609&as_sdt=2005&sciodt=0,5&hl=en",161,2019-09-07 23:36:05,,,,,,,,,21,5.25,4,6,4
743,rest,0,"AG Becerra, MN Cofré, I García",Arbuscular Mycorrhizal Symbiosis in Salt-Tolerance Species and Halophytes Growing in Salt-Affected Soils of South America,2019,Mycorrhizal Fungi in South America,Springer,https://link.springer.com/chapter/10.1007/978-3-030-15228-4_15,,161,2019-09-07 23:54:23,,,,,,,,,0,0,0,3,1
132,ag,10,HM El Shaer,Potential of halophytes as animal fodder in Egypt,2003,Cash Crop Halophytes: Recent Studies,Springer,https://link.springer.com/chapter/10.1007/978-94-017-0211-9_12,"https://scholar.google.com/scholar?cites=9923544888442718698&as_sdt=2005&sciodt=0,5&hl=en",162,2019-09-07 23:36:05,,,,,,,,,10,0.63,10,1,16
656,rest,0,F Khorsandi,Environmental capabilities and constraints of Haloculture: Alternative strategy to use saline waters in marginal lands,2017,13th International Drainage Workshop of ICID. Proc …,researchgate.net,https://www.researchgate.net/profile/Farhad_Khorsandi/publication/316990263_ENVIRONMENTAL_CAPABILITIES_AND_CONSTRAINTS_OF_HALOCULTURE_ALTERNATIVE_STRATEGY_TO_USE_SALINE_WATERS_IN_MARGINAL_LANDS/links/591c34b60f7e9b7727da05b9/ENVIRONMENTAL-CAPABILITIES-AND-CONSTRAINTS-OF-HALOCULTURE-ALTERNATIVE-STRATEGY-TO-USE-SALINE-WATERS-IN-MARGINAL-LANDS.pdf,,162,2019-09-07 23:54:23,PDF,,,,,,,,0,0,0,1,2
40,ag,16,"A Koocheki, MN Mohalati",Feed value of some halophytic range plants of arid regions of Iran,1994,Halophytes as a resource for livestock and for …,Springer,https://link.springer.com/chapter/10.1007/978-94-011-0818-8_21,"https://scholar.google.com/scholar?cites=17466906064965192816&as_sdt=2005&sciodt=0,5&hl=en",163,2019-09-07 23:36:05,,,,,,,,,16,0.64,8,2,25
780,rest,0,"TA Trofimova, A Hossain, JAT da Silva","The Ability of Medical Halophytes to Phytoremediate Soil Contaminated by Salt and Heavy Metals in Lower Volga, Russia",,globalsciencebooks.info,,http://www.globalsciencebooks.info/Online/GSBOnline/images/2012/AAJPSB_6(SI1)/AAJPSB_6(SI1)108-114o.pdf,,163,2019-09-07 23:54:23,PDF,,,,,,,,0,0,0,3,
344,rest,0,DH Soliz,Production of the forage halophyte Atriplex lentiformis on reverse osmosis brine,2011,,repository.arizona.edu,https://repository.arizona.edu/handle/10150/202737,,164,2019-09-07 23:54:23,,,,,,,,,0,0,0,1,8
403,ag,14,"V Altay, M Ozturk","Land degradation and halophytic plant diversity of Milleyha wetland ecosystem (Samandağ-Hatay), Turkey",2012,Pak J Bot,researchgate.net,https://www.researchgate.net/profile/Volkan_Altay/publication/274373405_Land_degradation_and_halophytic_plant_diversity_of_milleyha_wetland_ecosystem_Samandag-Hatay_Turkey/links/551c3b000cf2909047bba360/Land-degradation-and-halophytic-plant-diversity-of-milleyha-wetland-ecosystem-Samandag-Hatay-Turkey.pdf,"https://scholar.google.com/scholar?cites=16000737381364060539&as_sdt=2005&sciodt=0,5&hl=en",164,2019-09-07 23:36:05,PDF,,,,,,,,14,2,7,2,7
